"","state","id","time","status","pub_cat","gender","age","geo","weight","q","response_time","region","State","Feb.20","Mar.20","Apr.20","May.20"
"769","DC",375210743,"2020-06-30 23:00:00","Complete","News","Male","25-34","US-SOUTH-DC-Washington",1.0952008,"None of the above / Not working for pay",3201,"SOUTH","District of Columbia",5.1,6,11.7,8.9
"770","DE",1470737866,"2020-06-30 18:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",9366,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"771","DE",71422706,"2020-06-30 14:00:00","Complete","News","Male","25-34","US-SOUTH-DE",1.0952008,"Used to commute, now work from home",23867,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"772","DE",1273807216,"2020-07-02 10:00:00","Complete","News","Female","55-64","US-SOUTH-DE",0.9297674,"Used to work from home and still do",16027,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"773","DE",79777166,"2020-06-30 15:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE-Pike Creek",0,"Used to commute, now work from home",15184,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"774","DE",83401129,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"I continue to commute to work",16277,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"775","DE",385739472,"2020-06-30 22:00:00","Complete","News","Female","65+","US-SOUTH-DE",0.9021625,"None of the above / Not working for pay",60429,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"776","DE",864060075,"2020-06-30 11:00:00","Complete","News","Female","25-34","US-SOUTH-DE",1.1544455,"I continue to commute to work",26825,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"777","DE",978602747,"2020-06-30 22:00:00","Complete","News","Male","45-54","US-SOUTH-DE",0.8926676,"None of the above / Not working for pay",106288,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"778","DE",1184477760,"2020-07-01 10:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-SOUTH-DE",0,"I continue to commute to work",9421,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"779","DE",1568087333,"2020-06-30 19:00:00","Complete","News","Male","45-54","US-SOUTH-DE",0.8926676,"Used to commute, now work from home",6236,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"780","DE",964719437,"2020-06-30 22:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE-Pike Creek",0,"I continue to commute to work",18570,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"781","DE",772635766,"2020-06-30 17:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",11276,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"782","DE",483648557,"2020-06-30 22:00:00","Complete","News","Female","55-64","US-SOUTH-DE-Pike Creek",0.9297674,"Used to commute, now work from home",8215,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"783","DE",1704058797,"2020-07-01 05:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",12806,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"784","DE",58083734,"2020-07-02 15:00:00","Complete","News","Female","55-64","US-SOUTH-DE",0.9297674,"I continue to commute to work",6263,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"785","DE",1875824257,"2020-06-30 16:00:00","Complete","News","Male","25-34","US-SOUTH-DE",1.0952008,"I continue to commute to work",16751,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"786","DE",1126598821,"2020-07-01 11:00:00","Complete","News","Female","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",22807,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"787","DE",1191783424,"2020-07-01 07:00:00","Complete","News","Male","35-44","US-SOUTH-DE",0.9404565,"Used to commute, now work from home",13207,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"788","DE",274036873,"2020-07-01 14:00:00","Complete","News","Male","65+","US-SOUTH-DE-Pike Creek",0.8558647,"None of the above / Not working for pay",14446,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"789","DE",1626750054,"2020-06-30 14:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",14158,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"790","DE",1269462676,"2020-07-02 10:00:00","Complete","News","Female","55-64","US-SOUTH-DE",0.9297674,"I continue to commute to work",57788,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"791","DE",1155043267,"2020-06-30 10:00:00","Complete","News","Unknown","Unknown","US-SOUTH-DE",0,"Used to work from home and still do",18116,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"792","DE",113473609,"2020-07-02 14:00:00","Complete","News","Male","25-34","US-SOUTH-DE-Pike Creek",1.0952008,"Used to work from home and still do",9429,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"793","DE",1356403967,"2020-06-30 19:00:00","Complete","News","Female","45-54","US-SOUTH-DE",0.9409563,"None of the above / Not working for pay",18230,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"794","DE",115092328,"2020-06-30 09:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-SOUTH-DE",0,"None of the above / Not working for pay",18213,"SOUTH","Delaware",3.9,5.1,14.9,15.8
"795","FL",1958377484,"2020-07-02 13:00:00","Complete","News","Male","25-34","US-SOUTH-FL",1.0952008,"None of the above / Not working for pay",2832,"SOUTH","Florida",2.8,4.3,13.8,14.5
"796","FL",769261615,"2020-07-02 20:00:00","Complete","News","Male","25-34","US-SOUTH-FL",1.0952008,"None of the above / Not working for pay",21793,"SOUTH","Florida",2.8,4.3,13.8,14.5
"797","FL",1350909751,"2020-07-01 10:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"I continue to commute to work",35271,"SOUTH","Florida",2.8,4.3,13.8,14.5
"798","FL",947281903,"2020-06-29 22:00:00","Complete","News","Male","55-64","US-SOUTH-FL",0.882053,"I continue to commute to work",9846,"SOUTH","Florida",2.8,4.3,13.8,14.5
"799","FL",1967599570,"2020-07-02 15:00:00","Complete","News","Male","55-64","US-SOUTH-FL",0.882053,"None of the above / Not working for pay",11683,"SOUTH","Florida",2.8,4.3,13.8,14.5
"800","FL",711424549,"2020-07-01 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",3147,"SOUTH","Florida",2.8,4.3,13.8,14.5
"801","FL",332404481,"2020-06-29 23:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",5755,"SOUTH","Florida",2.8,4.3,13.8,14.5
"802","FL",1037016134,"2020-07-02 20:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",2590,"SOUTH","Florida",2.8,4.3,13.8,14.5
"803","FL",923155715,"2020-07-04 12:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",16697,"SOUTH","Florida",2.8,4.3,13.8,14.5
"804","FL",2071897559,"2020-07-02 12:00:00","Complete","Arts & Entertainment","Female","65+","US-SOUTH-FL",0.9021625,"None of the above / Not working for pay",20421,"SOUTH","Florida",2.8,4.3,13.8,14.5
"805","FL",1425200974,"2020-07-02 01:00:00","Complete","Reference","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",11969,"SOUTH","Florida",2.8,4.3,13.8,14.5
"806","FL",1746706879,"2020-07-02 23:00:00","Complete","News","Male","65+","US-SOUTH-FL-Orlando",0.8558647,"None of the above / Not working for pay",25887,"SOUTH","Florida",2.8,4.3,13.8,14.5
"807","FL",1106515745,"2020-07-02 17:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"Used to work from home and still do",8513,"SOUTH","Florida",2.8,4.3,13.8,14.5
"808","FL",967757989,"2020-07-01 17:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"I continue to commute to work",29212,"SOUTH","Florida",2.8,4.3,13.8,14.5
"809","FL",222278274,"2020-06-30 16:00:00","Complete","News","Female","65+","US-SOUTH-FL",0.9021625,"None of the above / Not working for pay",10765,"SOUTH","Florida",2.8,4.3,13.8,14.5
"810","FL",459064018,"2020-06-30 12:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",26613,"SOUTH","Florida",2.8,4.3,13.8,14.5
"811","FL",1138128513,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"I continue to commute to work",24946,"SOUTH","Florida",2.8,4.3,13.8,14.5
"812","FL",720482460,"2020-06-30 17:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"I continue to commute to work",23534,"SOUTH","Florida",2.8,4.3,13.8,14.5
"813","FL",1384856813,"2020-07-01 21:00:00","Complete","News","Male","25-34","US-SOUTH-FL-Tampa",1.0952008,"I have recently been furloughed or laid-off",8226,"SOUTH","Florida",2.8,4.3,13.8,14.5
"814","FL",1524536467,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"Used to commute, now work from home",9709,"SOUTH","Florida",2.8,4.3,13.8,14.5
"815","FL",1458941453,"2020-07-02 10:00:00","Complete","Other","Male","45-54","US-SOUTH-FL",0.8926676,"None of the above / Not working for pay",15388,"SOUTH","Florida",2.8,4.3,13.8,14.5
"816","FL",374233363,"2020-06-30 00:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",23985,"SOUTH","Florida",2.8,4.3,13.8,14.5
"817","FL",1809141357,"2020-07-01 18:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",8537,"SOUTH","Florida",2.8,4.3,13.8,14.5
"818","FL",188325815,"2020-07-02 03:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"None of the above / Not working for pay",8841,"SOUTH","Florida",2.8,4.3,13.8,14.5
"819","FL",305441720,"2020-07-03 01:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"I continue to commute to work",10937,"SOUTH","Florida",2.8,4.3,13.8,14.5
"820","FL",1758419580,"2020-07-02 00:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-SOUTH-FL-Jacksonville",0,"None of the above / Not working for pay",21495,"SOUTH","Florida",2.8,4.3,13.8,14.5
"821","FL",1052370676,"2020-07-01 15:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",9093,"SOUTH","Florida",2.8,4.3,13.8,14.5
"822","FL",1244891376,"2020-07-03 03:00:00","Complete","News","Female","18-24","US-SOUTH-FL",1.4512163,"None of the above / Not working for pay",18680,"SOUTH","Florida",2.8,4.3,13.8,14.5
"823","FL",394080709,"2020-07-01 21:00:00","Complete","News","Male","25-34","US-SOUTH-FL",1.0952008,"None of the above / Not working for pay",6624,"SOUTH","Florida",2.8,4.3,13.8,14.5
"824","FL",1759217364,"2020-07-02 16:00:00","Complete","News","Female","65+","US-SOUTH-FL",0.9021625,"Used to work from home and still do",43340,"SOUTH","Florida",2.8,4.3,13.8,14.5
"825","FL",1846408928,"2020-07-01 17:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",4427,"SOUTH","Florida",2.8,4.3,13.8,14.5
"826","FL",1133909070,"2020-07-01 20:00:00","Complete","News","Male","45-54","US-SOUTH-FL",0.8926676,"None of the above / Not working for pay",14539,"SOUTH","Florida",2.8,4.3,13.8,14.5
"827","FL",1550290017,"2020-06-30 03:00:00","Complete","News","Male","25-34","US-SOUTH-FL",1.0952008,"None of the above / Not working for pay",2646,"SOUTH","Florida",2.8,4.3,13.8,14.5
"828","FL",2059595128,"2020-07-02 01:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",3155,"SOUTH","Florida",2.8,4.3,13.8,14.5
"829","FL",1211117729,"2020-07-02 15:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"I continue to commute to work",17709,"SOUTH","Florida",2.8,4.3,13.8,14.5
"830","FL",621973398,"2020-06-30 17:00:00","Complete","Other","Unknown","Unknown","US-SOUTH-FL-Tampa",0,"None of the above / Not working for pay",18558,"SOUTH","Florida",2.8,4.3,13.8,14.5
"831","FL",229648716,"2020-07-01 17:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"Used to work from home and still do",19053,"SOUTH","Florida",2.8,4.3,13.8,14.5
"832","FL",1492835771,"2020-07-03 11:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",54095,"SOUTH","Florida",2.8,4.3,13.8,14.5
"833","FL",1427181685,"2020-07-01 10:00:00","Complete","Arts & Entertainment","Female","65+","US-SOUTH-FL",0.9021625,"None of the above / Not working for pay",11284,"SOUTH","Florida",2.8,4.3,13.8,14.5
"834","FL",489591441,"2020-06-30 10:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",149241,"SOUTH","Florida",2.8,4.3,13.8,14.5
"835","FL",757696069,"2020-07-02 11:00:00","Complete","News","Male","55-64","US-SOUTH-FL",0.882053,"Used to commute, now work from home",6403,"SOUTH","Florida",2.8,4.3,13.8,14.5
"836","FL",1027151441,"2020-07-02 12:00:00","Complete","News","Female","45-54","US-SOUTH-FL",0.9409563,"I have recently been furloughed or laid-off",7058,"SOUTH","Florida",2.8,4.3,13.8,14.5
"837","FL",138859208,"2020-07-02 03:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",19767,"SOUTH","Florida",2.8,4.3,13.8,14.5
"838","FL",710669753,"2020-07-02 02:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",97760,"SOUTH","Florida",2.8,4.3,13.8,14.5
"839","FL",67277194,"2020-07-02 01:00:00","Complete","News","Female","18-24","US-SOUTH-FL",1.4512163,"None of the above / Not working for pay",5171,"SOUTH","Florida",2.8,4.3,13.8,14.5
"840","FL",1333273906,"2020-07-02 12:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",27645,"SOUTH","Florida",2.8,4.3,13.8,14.5
"841","FL",638903049,"2020-07-01 02:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"Used to work from home and still do",22426,"SOUTH","Florida",2.8,4.3,13.8,14.5
"842","FL",326609979,"2020-07-01 13:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",17633,"SOUTH","Florida",2.8,4.3,13.8,14.5
"843","FL",1464705806,"2020-07-01 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"I continue to commute to work",12693,"SOUTH","Florida",2.8,4.3,13.8,14.5
"844","FL",964154889,"2020-07-01 15:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",10505,"SOUTH","Florida",2.8,4.3,13.8,14.5
"845","FL",2035277570,"2020-07-02 16:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",9296,"SOUTH","Florida",2.8,4.3,13.8,14.5
"846","FL",162922360,"2020-07-02 20:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"Used to work from home, but now I commute",34891,"SOUTH","Florida",2.8,4.3,13.8,14.5
"847","FL",480038387,"2020-07-02 10:00:00","Complete","News","Male","45-54","US-SOUTH-FL",0.8926676,"Used to work from home and still do",2826,"SOUTH","Florida",2.8,4.3,13.8,14.5
"848","FL",822596586,"2020-07-02 04:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",21752,"SOUTH","Florida",2.8,4.3,13.8,14.5
"849","FL",1448372721,"2020-07-02 20:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"Used to commute, now work from home",21268,"SOUTH","Florida",2.8,4.3,13.8,14.5
"850","FL",1337601500,"2020-07-03 01:00:00","Complete","News","Male","35-44","US-SOUTH-FL-Jacksonville",0.9404565,"Used to work from home and still do",168019,"SOUTH","Florida",2.8,4.3,13.8,14.5
"851","FL",824043946,"2020-07-01 14:00:00","Complete","News","Female","25-34","US-SOUTH-FL",1.1544455,"I have recently been furloughed or laid-off",11537,"SOUTH","Florida",2.8,4.3,13.8,14.5
"852","FL",535515329,"2020-07-01 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",6269,"SOUTH","Florida",2.8,4.3,13.8,14.5
"853","FL",881741665,"2020-06-30 06:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",12438,"SOUTH","Florida",2.8,4.3,13.8,14.5
"854","FL",1944643944,"2020-07-01 17:00:00","Complete","Other","Male","55-64","US-SOUTH-FL-Orlando",0.882053,"None of the above / Not working for pay",32004,"SOUTH","Florida",2.8,4.3,13.8,14.5
"855","FL",991721184,"2020-07-03 15:00:00","Complete","News","Male","35-44","US-SOUTH-FL",0.9404565,"I continue to commute to work",7784,"SOUTH","Florida",2.8,4.3,13.8,14.5
"856","FL",485300370,"2020-07-01 12:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"I have recently been furloughed or laid-off",17342,"SOUTH","Florida",2.8,4.3,13.8,14.5
"857","FL",852986835,"2020-07-02 00:00:00","Complete","Reference","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",7115,"SOUTH","Florida",2.8,4.3,13.8,14.5
"858","FL",1474799089,"2020-07-02 01:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"None of the above / Not working for pay",1662,"SOUTH","Florida",2.8,4.3,13.8,14.5
"859","FL",428350650,"2020-07-02 09:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"I continue to commute to work",4950,"SOUTH","Florida",2.8,4.3,13.8,14.5
"860","FL",27828374,"2020-07-01 22:00:00","Complete","News","Male","65+","US-SOUTH-FL",0.8558647,"None of the above / Not working for pay",5748,"SOUTH","Florida",2.8,4.3,13.8,14.5
"861","FL",397962639,"2020-07-01 15:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"I continue to commute to work",22893,"SOUTH","Florida",2.8,4.3,13.8,14.5
"862","FL",930534251,"2020-07-01 17:00:00","Complete","News","Male","45-54","US-SOUTH-FL",0.8926676,"I continue to commute to work",20216,"SOUTH","Florida",2.8,4.3,13.8,14.5
"863","FL",1514871676,"2020-07-02 18:00:00","Complete","News","Male","55-64","US-SOUTH-FL",0.882053,"Used to commute, now work from home",12210,"SOUTH","Florida",2.8,4.3,13.8,14.5
"864","FL",2055645688,"2020-07-01 20:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"I continue to commute to work",13857,"SOUTH","Florida",2.8,4.3,13.8,14.5
"865","FL",408403367,"2020-07-01 11:00:00","Complete","Other","Unknown","Unknown","US-SOUTH-FL-Tampa",0,"None of the above / Not working for pay",5446,"SOUTH","Florida",2.8,4.3,13.8,14.5
"866","FL",128269096,"2020-07-01 22:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"Used to commute, now work from home",10790,"SOUTH","Florida",2.8,4.3,13.8,14.5
"867","FL",97686578,"2020-07-01 23:00:00","Complete","News","Unknown","Unknown","US-SOUTH-FL",0,"Used to work from home and still do",18739,"SOUTH","Florida",2.8,4.3,13.8,14.5
"868","FL",494414137,"2020-07-04 12:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",6618,"SOUTH","Florida",2.8,4.3,13.8,14.5
"869","FL",439211956,"2020-07-01 18:00:00","Complete","News","Male","25-34","US-SOUTH-FL",1.0952008,"I continue to commute to work",33965,"SOUTH","Florida",2.8,4.3,13.8,14.5
